id,word,plural,cmuarpaInputIds,cmuarpaPluralInputIds,cmuarpaVisemes,cmuarpaPluralVisemes
38f5a87c-1517-4862-9781-4a9227892f32,twist,twists,"[80, 91, 56, 78, 80]","[80, 91, 56, 78, 80, 78]","['S', 'Q', 'E', 'S', 'S']","['S', 'Q', 'E', 'S', 'S', 'S']"
38f869c3-f05e-48dc-a493-0fc3cd33942a,administer,administers,"[20, 37, 65, 56, 66, 20, 78, 80, 44]","[16, 37, 65, 56, 66, 55, 78, 80, 44, 93]","['A', 'S', 'F', 'E', 'S', 'A', 'S', 'S', 'E']","['A', 'S', 'F', 'E', 'S', 'E', 'S', 'S', 'E', 'S']"
390a022d-7146-4b03-9e81-878dd1a58275,hulk,hulks,"[53, 21, 64, 63]","[53, 21, 64, 63, 78]","['A', 'A', 'S', 'S']","['A', 'A', 'S', 'S', 'S']"
3919a623-d4af-4dde-80a3-0cdc9bb49619,mixture,mixtures,"[65, 56, 63, 78, 36, 44]","[65, 56, 63, 78, 36, 44, 93]","['F', 'E', 'S', 'S', 'S', 'E']","['F', 'E', 'S', 'S', 'S', 'E', 'S']"
391d1262-ee06-4777-bf92-3ebc2053bb60,doughnut,doughnuts,"[37, 70, 66, 22, 80]","[37, 70, 66, 22, 80, 78]","['S', 'O', 'S', 'A', 'S']","['S', 'O', 'S', 'A', 'S', 'S']"
391e7a3a-bc0f-403f-8bb3-afd44b362a53,baron,barons,"[35, 17, 77, 20, 66]","[35, 17, 77, 20, 66, 93]","['S', 'A', 'Q', 'A', 'S']","['S', 'A', 'Q', 'A', 'S', 'S']"
392e1f46-303b-4314-b709-50f8ee709d2e,hastily,hastilies,"[53, 49, 78, 80, 20, 64, 59]","[53, 17, 78, 80, 20, 64, 59, 93]","['A', 'A', 'S', 'S', 'A', 'S', 'E']","['A', 'A', 'S', 'S', 'A', 'S', 'E', 'S']"
39316a34-5195-42fb-9f57-6e4027149e9b,endowment,endowments,"[40, 66, 37, 29, 65, 20, 66, 80]","[40, 66, 37, 29, 65, 20, 66, 80, 78]","['E', 'S', 'S', 'O', 'F', 'A', 'S', 'S']","['E', 'S', 'S', 'O', 'F', 'A', 'S', 'S', 'S']"
3931f727-6ba9-4c0f-88e0-af9d32b3b8f1,esoteric,esoterics,"[42, 78, 20, 80, 41, 77, 55, 63]","[42, 78, 20, 80, 41, 77, 55, 63, 78]","['E', 'S', 'A', 'S', 'E', 'Q', 'E', 'S']","['E', 'S', 'A', 'S', 'E', 'Q', 'E', 'S', 'S']"
3935c7e5-b794-4e06-9afb-e4ed33618f56,embodiment,embodiments,"[40, 65, 35, 13, 37, 59, 65, 20, 66, 80]","[40, 65, 35, 13, 37, 59, 20, 65, 20, 66, 80, 78]","['E', 'F', 'S', 'O', 'S', 'E', 'F', 'A', 'S', 'S']","['E', 'F', 'S', 'O', 'S', 'E', 'A', 'F', 'A', 'S', 'S', 'S']"
393c11ca-9288-42cc-b49c-2d052556b616,demolition,demolitions,"[37, 42, 65, 20, 64, 56, 79, 20, 66]","[37, 42, 65, 20, 64, 56, 79, 20, 66, 93]","['S', 'E', 'F', 'A', 'S', 'E', 'S', 'A', 'S']","['S', 'E', 'F', 'A', 'S', 'E', 'S', 'A', 'S', 'S']"
393c3ca4-0a7d-4267-9d70-9183c75c3e3a,pademelon,pademelons,"[76, 12, 37, 41, 65, 20, 64, 69, 66]","[76, 18, 37, 20, 65, 41, 64, 20, 66, 93]","['F', 'O', 'S', 'E', 'F', 'A', 'S', 'O', 'S']","['F', 'A', 'S', 'A', 'F', 'E', 'S', 'A', 'S', 'S']"
394ebb9f-2a5f-4aa9-948c-6b39d79fed12,anaconda,anacondas,"[18, 66, 20, 63, 13, 66, 37, 20]","[18, 66, 20, 63, 13, 37, 20, 66, 93]","['A', 'S', 'A', 'S', 'O', 'S', 'S', 'A']","['A', 'S', 'A', 'S', 'O', 'S', 'A', 'S', 'S']"
39507d9f-24a9-4cc6-944e-43bd7932136c,unnecessarily,unnecessarilies,"[20, 66, 66, 41, 78, 20, 78, 42, 77, 20, 64, 59]","[22, 66, 78, 42, 66, 20, 78, 56, 77, 20, 64, 59, 93]","['A', 'S', 'S', 'E', 'S', 'A', 'S', 'E', 'Q', 'A', 'S', 'E']","['A', 'S', 'S', 'E', 'S', 'A', 'S', 'E', 'Q', 'A', 'S', 'E', 'S']"
39544998-ca51-47df-9ad3-a6ea9b606b3d,deem,deems,"[37, 60, 65]","[37, 60, 65, 93]","['S', 'E', 'F']","['S', 'E', 'F', 'S']"
3954f986-7fe0-4c18-9227-23e4f8cbcbe2,smoked,smokeds,"[78, 65, 70, 63, 80]","[78, 65, 70, 63, 80, 78]","['S', 'F', 'O', 'S', 'S']","['S', 'F', 'O', 'S', 'S', 'S']"
39580f57-3bb3-4e10-a49b-46563044b405,cotton,cottons,"[63, 13, 80, 20, 66]","[63, 13, 80, 20, 66, 93]","['S', 'O', 'S', 'A', 'S']","['S', 'O', 'S', 'A', 'S', 'S']"
395b069c-c840-4864-a9b7-84ea9394a674,harshly,harshlies,"[53, 13, 77, 79, 64, 59]","[53, 13, 77, 79, 64, 59, 93]","['A', 'O', 'Q', 'S', 'S', 'E']","['A', 'O', 'Q', 'S', 'S', 'E', 'S']"
395e7f9f-5e19-46e1-b495-0eda17288800,heterosexual,heterosexuals,"[53, 42, 80, 44, 69, 78, 41, 63, 79, 20, 91, 20, 64]","[53, 42, 80, 44, 69, 78, 41, 63, 79, 20, 91, 20, 64, 93]","['A', 'E', 'S', 'E', 'O', 'S', 'E', 'S', 'S', 'A', 'Q', 'A', 'S']","['A', 'E', 'S', 'E', 'O', 'S', 'E', 'S', 'S', 'A', 'Q', 'A', 'S', 'S']"
395e99b7-253f-4433-9657-4c3d85fd04de,attain,attains,"[20, 80, 49, 66]","[20, 80, 49, 66, 93]","['A', 'S', 'A', 'S']","['A', 'S', 'A', 'S', 'S']"
395f865a-7ca2-41fd-b958-99760c39010f,cuban,cubans,"[63, 92, 88, 35, 20, 66]","[63, 92, 88, 35, 20, 66, 93]","['S', 'E', 'Q', 'S', 'A', 'S']","['S', 'E', 'Q', 'S', 'A', 'S', 'S']"
395fb20e-8583-48cd-9f78-b74e849aba94,summit,summits,"[78, 21, 65, 20, 80]","[78, 21, 65, 55, 80, 78]","['S', 'A', 'F', 'A', 'S']","['S', 'A', 'F', 'E', 'S', 'S']"
3960627c-541e-4064-930d-e2e9723049db,screamed,screamed,"[78, 63, 77, 60, 65, 37]","[78, 63, 77, 60, 65, 37]","['S', 'S', 'Q', 'E', 'F', 'S']","['S', 'S', 'Q', 'E', 'F', 'S']"
3962b05d-269c-4c04-b21e-72319631de71,temporary,temporaries,"[80, 41, 65, 76, 44, 42, 77, 59]","[80, 41, 65, 76, 44, 42, 77, 59, 93]","['S', 'E', 'F', 'F', 'E', 'E', 'Q', 'E']","['S', 'E', 'F', 'F', 'E', 'E', 'Q', 'E', 'S']"
396592a7-c535-411c-a784-bddade8d5d8a,lamb,lambs,"[64, 17, 65]","[64, 17, 65, 93]","['S', 'A', 'F']","['S', 'A', 'F', 'S']"
39659881-b5f6-4feb-9f74-838217adb1cf,finder,finders,"[51, 33, 66, 37, 44]","[51, 33, 66, 37, 44, 93]","['F', 'A', 'S', 'S', 'E']","['F', 'A', 'S', 'S', 'E', 'S']"
3966b3ad-bd1b-4b67-af67-b2d341b10efb,ballad,ballads,"[35, 17, 64, 20, 37]","[35, 17, 64, 20, 37, 93]","['S', 'A', 'S', 'A', 'S']","['S', 'A', 'S', 'A', 'S', 'S']"
397b4001-90fa-47ce-93bb-d70180b9c071,cheeky,cheeky,"[36, 60, 63, 59]","[36, 60, 63, 59]","['S', 'E', 'S', 'E']","['S', 'E', 'S', 'E']"
398055e4-8705-4480-9c83-61cdca70afd6,vehicle,vehicles,"[90, 60, 53, 55, 63, 20, 64]","[90, 60, 53, 55, 63, 20, 64, 93]","['F', 'E', 'A', 'E', 'S', 'A', 'S']","['F', 'E', 'A', 'E', 'S', 'A', 'S', 'S']"
3980e3c5-e0a9-4c24-bd37-d10543fc50a4,reckon,reckons,"[77, 41, 63, 20, 66]","[77, 41, 63, 20, 66, 93]","['Q', 'E', 'S', 'A', 'S']","['Q', 'E', 'S', 'A', 'S', 'S']"
3981ea12-9928-46d2-afd3-b71c7d5dae1a,missionary,missionaries,"[65, 56, 79, 20, 66, 42, 77, 59]","[65, 56, 79, 20, 66, 42, 77, 59, 93]","['F', 'E', 'S', 'A', 'S', 'E', 'Q', 'E']","['F', 'E', 'S', 'A', 'S', 'E', 'Q', 'E', 'S']"
39841911-0a85-4cc9-8abd-0846b218905a,juxtaposition,juxtapositions,"[62, 22, 63, 78, 80, 20, 76, 20, 93, 56, 79, 20, 66]","[62, 22, 63, 78, 80, 20, 76, 20, 93, 56, 79, 20, 66, 93]","['S', 'A', 'S', 'S', 'S', 'A', 'F', 'A', 'S', 'E', 'S', 'A', 'S']","['S', 'A', 'S', 'S', 'S', 'A', 'F', 'A', 'S', 'E', 'S', 'A', 'S', 'S']"
3984958d-cfd2-4b73-a638-b52e7fc1221d,particular,particulars,"[76, 44, 80, 56, 63, 92, 20, 64, 44]","[76, 44, 80, 56, 63, 92, 20, 64, 44, 93]","['F', 'E', 'S', 'E', 'S', 'E', 'A', 'S', 'E']","['F', 'E', 'S', 'E', 'S', 'E', 'A', 'S', 'E', 'S']"
3987aafb-ecee-4e5c-baad-9f2fef25c23e,diet,diets,"[37, 33, 20, 80]","[37, 33, 55, 80, 78]","['S', 'A', 'A', 'S']","['S', 'A', 'E', 'S', 'S']"
39912215-4497-4852-8082-7aac717a7761,tomorrow,tomorrows,"[80, 20, 65, 13, 77, 71]","[80, 20, 65, 13, 77, 71, 93]","['S', 'A', 'F', 'O', 'Q', 'O']","['S', 'A', 'F', 'O', 'Q', 'O', 'S']"
39915024-5052-459f-888c-d3de91bc1eee,lending,lendings,"[64, 41, 66, 37, 55, 67]","[64, 41, 66, 37, 55, 67, 93]","['S', 'E', 'S', 'S', 'E', 'S']","['S', 'E', 'S', 'S', 'E', 'S', 'S']"
3992f732-39a0-494c-a3a0-55bda66c9d4c,magistrate,magistrates,"[65, 17, 62, 20, 78, 80, 77, 50, 80]","[65, 17, 62, 55, 78, 80, 77, 50, 80, 78]","['F', 'A', 'S', 'A', 'S', 'S', 'Q', 'A', 'S']","['F', 'A', 'S', 'E', 'S', 'S', 'Q', 'A', 'S', 'S']"
3994e2cc-d171-46da-81dd-79c310b502c4,complaint,complaints,"[63, 20, 65, 76, 64, 49, 66, 80]","[63, 20, 65, 76, 64, 49, 66, 80, 78]","['S', 'A', 'F', 'F', 'S', 'A', 'S', 'S']","['S', 'A', 'F', 'F', 'S', 'A', 'S', 'S', 'S']"
399541ee-f8ec-4fbe-b685-8676a9d6aab0,revere,reveres,"[77, 55, 90, 56, 77]","[77, 55, 90, 56, 77, 93]","['Q', 'E', 'F', 'E', 'Q']","['Q', 'E', 'F', 'E', 'Q', 'S']"
39a13a4c-c380-4603-b890-edf50f98248a,spatial,spatials,"[78, 76, 49, 79, 20, 64]","[78, 76, 49, 79, 20, 64, 93]","['S', 'F', 'A', 'S', 'A', 'S']","['S', 'F', 'A', 'S', 'A', 'S', 'S']"
39a1be7e-8808-4f80-aa3c-909c1b57e63d,forever,forevers,"[51, 44, 41, 90, 44]","[51, 44, 41, 90, 44, 93]","['F', 'E', 'E', 'F', 'E']","['F', 'E', 'E', 'F', 'E', 'S']"
39a71523-54d2-43aa-944b-065d5c0d6269,frontline,frontlines,"[51, 77, 21, 66, 80, 64, 34, 66]","[51, 77, 25, 66, 80, 64, 34, 66, 93]","['F', 'Q', 'A', 'S', 'S', 'S', 'A', 'S']","['F', 'Q', 'O', 'S', 'S', 'S', 'A', 'S', 'S']"
39a8920d-61ed-4ba4-8e34-c50828b5bf9f,application,applications,"[18, 76, 64, 20, 63, 49, 79, 20, 66]","[18, 76, 64, 20, 63, 49, 79, 20, 66, 93]","['A', 'F', 'S', 'A', 'S', 'A', 'S', 'A', 'S']","['A', 'F', 'S', 'A', 'S', 'A', 'S', 'A', 'S', 'S']"
39a9b9d7-d2b3-4e87-af9d-59b14813a7de,different,different,"[37, 56, 51, 44, 20, 66, 80]","[37, 56, 51, 44, 20, 66, 80]","['S', 'E', 'F', 'E', 'A', 'S', 'S']","['S', 'E', 'F', 'E', 'A', 'S', 'S']"
39aab815-ca87-4eb8-a146-d60b48d7ea16,maximum,maximums,"[65, 17, 63, 78, 20, 65, 20, 65]","[65, 17, 63, 78, 20, 65, 20, 78]","['F', 'A', 'S', 'S', 'A', 'F', 'A', 'F']","['F', 'A', 'S', 'S', 'A', 'F', 'A', 'S']"
39ad9b67-fef4-4b09-99f0-e99003ba4737,disguise,disguises,"[37, 55, 78, 52, 33, 93]","[37, 55, 78, 52, 33, 93, 55, 93]","['S', 'E', 'S', 'S', 'A', 'S']","['S', 'E', 'S', 'S', 'A', 'S', 'E', 'S']"
39b450cf-8f18-4c7a-9179-ea78ac27ef76,biopsy,biopsies,"[35, 33, 12, 76, 78, 59]","[35, 33, 12, 76, 78, 59, 93]","['S', 'A', 'O', 'F', 'S', 'E']","['S', 'A', 'O', 'F', 'S', 'E', 'S']"
39b4933c-a68a-4d03-9e0d-9135072a5f14,genital,genitals,"[62, 41, 66, 20, 80, 20, 64]","[62, 41, 66, 20, 80, 20, 64, 93]","['S', 'E', 'S', 'A', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S', 'A', 'S', 'S']"
39b62704-50ab-4015-9042-2a949ad897e2,demographics,demographic,"[37, 42, 65, 20, 52, 77, 17, 51, 55, 63, 78]","[37, 42, 65, 20, 52, 77, 17, 51, 55, 63]","['S', 'E', 'F', 'A', 'S', 'Q', 'A', 'F', 'E', 'S', 'S']","['S', 'E', 'F', 'A', 'S', 'Q', 'A', 'F', 'E', 'S']"
39c985bd-bebf-469f-862f-c263e9460b36,addition,additions,"[20, 37, 56, 79, 20, 66]","[20, 37, 56, 79, 20, 66, 93]","['A', 'S', 'E', 'S', 'A', 'S']","['A', 'S', 'E', 'S', 'A', 'S', 'S']"
39ca2807-e2e4-4226-8e67-a23a58eb399b,self-efficacy,self-efficacies,"[78, 42, 64, 51, 41, 51, 55, 63, 20, 78]","[78, 41, 64, 51, 20, 51, 41, 63, 59, 20, 78, 55, 93]","['S', 'E', 'S', 'F', 'E', 'F', 'E', 'S', 'A', 'S']","['S', 'E', 'S', 'F', 'A', 'F', 'E', 'S', 'E', 'A', 'S', 'E', 'S']"
39ca4857-b6c7-42f6-9fc9-dfe10c6e5f59,banquet,banquets,"[35, 17, 67, 63, 91, 20, 80]","[35, 17, 67, 63, 91, 20, 80, 78]","['S', 'A', 'S', 'S', 'Q', 'A', 'S']","['S', 'A', 'S', 'S', 'Q', 'A', 'S', 'S']"
39cbc055-ace1-476e-823b-7a597aa91a53,reading,readings,"[77, 41, 37, 55, 67]","[77, 41, 37, 55, 67, 93]","['Q', 'E', 'S', 'E', 'S']","['Q', 'E', 'S', 'E', 'S', 'S']"
39d27134-6ae2-4989-81f9-ad9e93b7adea,loss,losses,"[64, 25, 78]","[64, 25, 78, 20, 93]","['S', 'O', 'S']","['S', 'O', 'S', 'A', 'S']"
39d2b312-8474-45d0-9b98-08dd6efa1858,kettle,kettles,"[63, 41, 80, 20, 64]","[63, 41, 80, 20, 64, 93]","['S', 'E', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S', 'S']"
39d84e5a-f305-4da6-b560-91f227ebd7d2,circle,circles,"[78, 45, 63, 20, 64]","[78, 45, 63, 20, 64, 93]","['S', 'E', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S', 'S']"
39db5e2e-7d98-45ed-93e9-1ca8a7cca977,annually,annuallies,"[17, 66, 92, 87, 20, 64, 59]","[17, 66, 92, 87, 91, 20, 64, 59, 93]","['A', 'S', 'E', 'Q', 'A', 'S', 'E']","['A', 'S', 'E', 'Q', 'Q', 'A', 'S', 'E', 'S']"
39dd74bf-976e-4b4e-ba69-f29d9a0d71ca,Tal,Tal's,"[80, 13, 64]","[80, 25, 64, 93]","['S', 'O', 'S']","['S', 'O', 'S', 'S']"
39decd6a-918d-4529-8bb7-bdb655dca8a9,beware,bewares,"[35, 55, 91, 41, 77]","[35, 41, 91, 44, 93]","['S', 'E', 'Q', 'E', 'Q']","['S', 'E', 'Q', 'E', 'S']"
39f0bc2d-eba7-4dff-bd1d-5f6cd6477fe8,statesman,statesmen,"[78, 80, 49, 80, 78, 65, 20, 66]","[78, 80, 49, 80, 78, 65, 55, 66]","['S', 'S', 'A', 'S', 'S', 'F', 'A', 'S']","['S', 'S', 'A', 'S', 'S', 'F', 'E', 'S']"
39f6d472-2603-4bec-a92e-163e7336a1f0,helmet,helmets,"[53, 41, 64, 65, 20, 80]","[53, 41, 64, 65, 20, 80, 78]","['A', 'E', 'S', 'F', 'A', 'S']","['A', 'E', 'S', 'F', 'A', 'S', 'S']"
39fb0789-d9e0-4242-9dcf-bbcd5116d7c8,finalist,finalists,"[51, 33, 66, 20, 64, 55, 78, 80]","[51, 33, 66, 20, 64, 20, 78, 80, 78]","['F', 'A', 'S', 'A', 'S', 'E', 'S', 'S']","['F', 'A', 'S', 'A', 'S', 'A', 'S', 'S', 'S']"
39fc1a87-658c-4038-b8af-1b02c775f0df,haste,hastes,"[53, 49, 78, 80]","[53, 49, 78, 80, 78]","['A', 'A', 'S', 'S']","['A', 'A', 'S', 'S', 'S']"
3a00dbd2-afab-4909-a91b-0d7ece2e5fce,pride,prides,"[76, 77, 33, 37]","[76, 77, 33, 37, 93]","['F', 'Q', 'A', 'S']","['F', 'Q', 'A', 'S', 'S']"
3a01d441-893e-4e80-8f4c-ba1d4fee596c,jeopardy,jeopardies,"[62, 41, 76, 44, 37, 59]","[62, 41, 76, 44, 37, 61, 93]","['S', 'E', 'F', 'E', 'S', 'E']","['S', 'E', 'F', 'E', 'S', 'E', 'S']"
3a03c8c7-cbab-4559-b45f-1f8dde447683,four,fours,"[51, 25, 77]","[51, 25, 77, 93]","['F', 'O', 'Q']","['F', 'O', 'Q', 'S']"
3a04a04d-ed20-4965-a913-26e3642c5c43,sofa,sofas,"[78, 70, 51, 20]","[78, 70, 51, 20, 93]","['S', 'O', 'F', 'A']","['S', 'O', 'F', 'A', 'S']"
3a05949c-63c3-465c-9d57-ee8e5239b290,slept,slept,"[78, 64, 41, 76, 80]","[78, 64, 41, 76, 80]","['S', 'S', 'E', 'F', 'S']","['S', 'S', 'E', 'F', 'S']"
3a06285f-9797-4184-a053-1f80459010f2,decipher,deciphers,"[37, 55, 78, 33, 51, 44]","[37, 55, 78, 33, 51, 44, 93]","['S', 'E', 'S', 'A', 'F', 'E']","['S', 'E', 'S', 'A', 'F', 'E', 'S']"
3a06a1a6-39c0-4d6a-8dbd-185e69bd580c,title,titles,"[80, 33, 80, 20, 64]","[80, 33, 80, 20, 64, 93]","['S', 'A', 'S', 'A', 'S']","['S', 'A', 'S', 'A', 'S', 'S']"
3a07bcd7-e39a-410d-b99f-bb104f363eba,fuel,fuels,"[51, 92, 88, 20, 64]","[51, 92, 88, 20, 64, 93]","['F', 'E', 'Q', 'A', 'S']","['F', 'E', 'Q', 'A', 'S', 'S']"
3a09d614-c8d7-4a7c-9df2-762ee66b4e8b,placebo,placeboes,"[76, 64, 20, 78, 60, 35, 69]","[76, 64, 49, 78, 35, 71, 93]","['F', 'S', 'A', 'S', 'E', 'S', 'O']","['F', 'S', 'A', 'S', 'S', 'O', 'S']"
3a0aac6f-99f0-44ea-981e-a75877230870,unwilling,unwillings,"[20, 66, 91, 56, 64, 55, 67]","[20, 66, 91, 56, 64, 55, 67, 93]","['A', 'S', 'Q', 'E', 'S', 'E', 'S']","['A', 'S', 'Q', 'E', 'S', 'E', 'S', 'S']"
3a0b5f6f-a8e4-4aec-978e-e014e2312381,column,columns,"[63, 13, 64, 20, 65]","[63, 13, 64, 20, 65, 93]","['S', 'O', 'S', 'A', 'F']","['S', 'O', 'S', 'A', 'F', 'S']"
3a0cab30-1fe6-450d-b5b3-9dd525b391a5,elegant,elegants,"[41, 64, 20, 52, 20, 66, 80]","[41, 64, 20, 52, 20, 66, 80, 78]","['E', 'S', 'A', 'S', 'A', 'S', 'S']","['E', 'S', 'A', 'S', 'A', 'S', 'S', 'S']"
3a10fd31-0f80-4654-8208-17b688bc05d2,motor,motors,"[65, 70, 80, 44]","[65, 70, 80, 44, 93]","['F', 'O', 'S', 'E']","['F', 'O', 'S', 'E', 'S']"
3a1200ba-9934-41ed-8001-1a6660acc174,inventive,inventives,"[55, 66, 90, 41, 66, 80, 55, 90]","[55, 66, 90, 41, 66, 80, 55, 90, 93]","['E', 'S', 'F', 'E', 'S', 'S', 'E', 'F']","['E', 'S', 'F', 'E', 'S', 'S', 'E', 'F', 'S']"
3a18c328-4886-432d-bc5b-88c6bf9947cb,entertainer,entertainers,"[42, 66, 80, 44, 80, 49, 66, 44]","[42, 66, 80, 44, 80, 49, 66, 44, 93]","['E', 'S', 'S', 'E', 'S', 'A', 'S', 'E']","['E', 'S', 'S', 'E', 'S', 'A', 'S', 'E', 'S']"
3a2574c0-8ea0-4041-98f6-4141e7d1a54d,saved,saved,"[78, 49, 90, 37]","[78, 49, 90, 37]","['S', 'A', 'F', 'S']","['S', 'A', 'F', 'S']"
3a25759a-28fe-4699-bba9-457c128ce077,madam,madams,"[65, 17, 37, 20, 65]","[65, 17, 37, 20, 65, 93]","['F', 'A', 'S', 'A', 'F']","['F', 'A', 'S', 'A', 'F', 'S']"
3a2cfb63-6ae6-429e-8249-3cead7935f5f,implied,implieds,"[55, 65, 76, 64, 33, 37]","[56, 65, 76, 64, 34, 37, 93]","['E', 'F', 'F', 'S', 'A', 'S']","['E', 'F', 'F', 'S', 'A', 'S', 'S']"
3a3597a7-c864-4d7e-a0b1-c7e445771d16,blinking,blinking,"[35, 64, 56, 67, 63, 55, 67]","[35, 64, 56, 67, 63, 55, 67]","['S', 'S', 'E', 'S', 'S', 'E', 'S']","['S', 'S', 'E', 'S', 'S', 'E', 'S']"
3a364583-9ebb-44ea-a24b-60a953f90459,estimated,estimateds,"[41, 78, 80, 20, 65, 50, 80, 20, 37]","[41, 78, 80, 20, 65, 50, 80, 20, 37, 93]","['E', 'S', 'S', 'A', 'F', 'A', 'S', 'A', 'S']","['E', 'S', 'S', 'A', 'F', 'A', 'S', 'A', 'S', 'S']"
3a36b372-3a89-46cd-86e7-d2d60f4371bc,embargo,embargoes,"[40, 65, 35, 13, 77, 52, 69]","[40, 65, 35, 13, 77, 52, 69, 93]","['E', 'F', 'S', 'O', 'Q', 'S', 'O']","['E', 'F', 'S', 'O', 'Q', 'S', 'O', 'S']"
3a3c8aed-2616-4877-9dd6-07b4e6f3efab,portrayal,portrayals,"[76, 24, 77, 80, 77, 49, 20, 64]","[76, 24, 77, 80, 77, 49, 20, 64, 93]","['F', 'O', 'Q', 'S', 'Q', 'A', 'A', 'S']","['F', 'O', 'Q', 'S', 'Q', 'A', 'A', 'S', 'S']"
3a4125d4-58c6-471c-ae43-1e1ab4102fc2,plywood,plywoods,"[76, 64, 33, 91, 85, 37]","[76, 64, 33, 91, 85, 37, 93]","['F', 'S', 'A', 'Q', 'Q', 'S']","['F', 'S', 'A', 'Q', 'Q', 'S', 'S']"
3a4ff442-4b56-4cb5-8e11-ea45c513436e,fearful,fearfuls,"[51, 56, 77, 51, 20, 64]","[51, 45, 51, 20, 64, 93]","['F', 'E', 'Q', 'F', 'A', 'S']","['F', 'E', 'F', 'A', 'S', 'S']"
3a51d1b8-8278-4efb-b5d9-4fd73153e74d,rating,ratings,"[77, 49, 80, 55, 67]","[77, 49, 80, 55, 67, 93]","['Q', 'A', 'S', 'E', 'S']","['Q', 'A', 'S', 'E', 'S', 'S']"
3a5a2664-7a4a-4267-b57f-71e099f2a6d4,apologize,apologizes,"[20, 76, 13, 64, 20, 62, 34, 93]","[20, 76, 13, 64, 20, 62, 34, 93, 55, 93]","['A', 'F', 'O', 'S', 'A', 'S', 'A', 'S']","['A', 'F', 'O', 'S', 'A', 'S', 'A', 'S', 'E', 'S']"
3a5f3f08-5da0-48f4-a0c4-b9dd6cb99d70,ok,oks,"[70, 63, 49]","[13, 63, 78]","['O', 'S', 'A']","['O', 'S', 'S']"
3a62d0a9-4991-48c1-bb55-6456d0ee12e0,lament,laments,"[64, 20, 65, 41, 66, 80]","[64, 20, 65, 41, 66, 80, 78]","['S', 'A', 'F', 'E', 'S', 'S']","['S', 'A', 'F', 'E', 'S', 'S', 'S']"
3a64885b-bdde-4d9b-84dd-1f39fdb16b55,bored,boreds,"[35, 25, 77, 37]","[35, 25, 77, 37, 93]","['S', 'O', 'Q', 'S']","['S', 'O', 'Q', 'S', 'S']"
3a650041-2960-4415-a39e-dd3a9c12e313,minister,ministers,"[65, 56, 66, 20, 78, 80, 44]","[65, 56, 66, 20, 78, 80, 44, 93]","['F', 'E', 'S', 'A', 'S', 'S', 'E']","['F', 'E', 'S', 'A', 'S', 'S', 'E', 'S']"
3a65f119-e8f3-44b1-bfc7-0dba5e213813,leggings,leggings,"[64, 41, 52, 55, 67, 93]","[64, 41, 52, 55, 67, 93]","['S', 'E', 'S', 'E', 'S', 'S']","['S', 'E', 'S', 'E', 'S', 'S']"
3a67b828-9ae3-4e69-b00b-11f99cad4515,legislator,legislators,"[64, 41, 62, 20, 78, 64, 50, 80, 44]","[64, 41, 62, 20, 78, 64, 50, 80, 44, 93]","['S', 'E', 'S', 'A', 'S', 'S', 'A', 'S', 'E']","['S', 'E', 'S', 'A', 'S', 'S', 'A', 'S', 'E', 'S']"
3a695e1b-10cc-4cd7-98fa-7c329943d49d,mathematics,mathematic,"[65, 18, 81, 20, 65, 17, 80, 55, 63, 78]","[65, 18, 81, 20, 65, 17, 80, 55, 63]","['F', 'A', 'S', 'A', 'F', 'A', 'S', 'E', 'S', 'S']","['F', 'A', 'S', 'A', 'F', 'A', 'S', 'E', 'S']"
3a6bb3f1-fc26-4b18-a695-852dbd4fba8c,continuous,continuouses,"[63, 20, 66, 80, 56, 66, 92, 87, 20, 78]","[63, 20, 66, 80, 56, 66, 92, 87, 91, 20, 78]","['S', 'A', 'S', 'S', 'E', 'S', 'E', 'Q', 'A', 'S']","['S', 'A', 'S', 'S', 'E', 'S', 'E', 'Q', 'Q', 'A', 'S']"
3a6fc8fb-3756-42fa-9acf-82a127f24914,vigil,vigils,"[90, 56, 62, 20, 64]","[90, 56, 62, 20, 64, 93]","['F', 'E', 'S', 'A', 'S']","['F', 'E', 'S', 'A', 'S', 'S']"
3a70e84d-993b-464d-8c77-011fb4bc0e58,coke,cokes,"[63, 70, 63]","[63, 70, 63, 78]","['S', 'O', 'S']","['S', 'O', 'S', 'S']"
3a73e9be-e662-4e16-be59-4571193a5ca1,disparate,disparates,"[37, 56, 78, 76, 44, 55, 80]","[37, 56, 78, 76, 44, 50, 80, 78]","['S', 'E', 'S', 'F', 'E', 'E', 'S']","['S', 'E', 'S', 'F', 'E', 'A', 'S', 'S']"
3a81b172-7d64-4c99-b008-f2dd2b1ac790,previous,previouses,"[76, 77, 60, 90, 59, 20, 78]","[76, 77, 60, 90, 59, 20, 78, 55, 93]","['F', 'Q', 'E', 'F', 'E', 'A', 'S']","['F', 'Q', 'E', 'F', 'E', 'A', 'S', 'E', 'S']"
3a896a9a-7289-4321-b093-4fe07ef48871,loading,loadings,"[64, 70, 37, 55, 67]","[64, 70, 37, 55, 67, 93]","['S', 'O', 'S', 'E', 'S']","['S', 'O', 'S', 'E', 'S', 'S']"
3a8cd7fa-f43f-4f71-92b2-c9b1dbe84895,itch,itches,"[56, 36]","[56, 36, 20, 93]","['E', 'S']","['E', 'S', 'A', 'S']"
