id,word,plural,cmuarpaInputIds,cmuarpaPluralInputIds,cmuarpaVisemes,cmuarpaPluralVisemes
f292e0a2-639d-4b86-b487-7832b36d3557,golem,golems,"[52, 70, 64, 20, 65]","[52, 70, 64, 20, 65, 93]","['S', 'O', 'S', 'A', 'F']","['S', 'O', 'S', 'A', 'F', 'S']"
f2a64ce1-82c1-4ce7-8db4-0419d6db5b64,cubic,cubics,"[63, 92, 88, 35, 55, 63]","[63, 92, 88, 35, 55, 63, 78]","['S', 'E', 'Q', 'S', 'E', 'S']","['S', 'E', 'Q', 'S', 'E', 'S', 'S']"
f2a877f8-bef8-469f-9243-828a74ab9812,gaze,gazes,"[52, 49, 93]","[52, 49, 93, 20, 93]","['S', 'A', 'S']","['S', 'A', 'S', 'A', 'S']"
f2a89f6e-e7aa-4bf3-bcba-5920dd5eb8c3,mitochondrial,mitochondrials,"[65, 34, 80, 20, 63, 13, 66, 37, 77, 59, 20, 64]","[65, 34, 80, 20, 63, 13, 66, 37, 77, 59, 20, 64, 93]","['F', 'A', 'S', 'A', 'S', 'O', 'S', 'S', 'Q', 'E', 'A', 'S']","['F', 'A', 'S', 'A', 'S', 'O', 'S', 'S', 'Q', 'E', 'A', 'S', 'S']"
f2a8aae4-77ef-439f-84bf-9d1748419585,visuals,visual,"[90, 56, 94, 91, 20, 64, 93]","[90, 56, 94, 20, 91, 20, 64]","['F', 'E', 'Q', 'Q', 'A', 'S', 'S']","['F', 'E', 'Q', 'A', 'Q', 'A', 'S']"
f2a9682b-38d6-4489-a426-b41f76ef38d7,licensed,licenseds,"[64, 33, 78, 20, 66, 78, 80]","[64, 33, 78, 20, 66, 78, 80, 78]","['S', 'A', 'S', 'A', 'S', 'S', 'S']","['S', 'A', 'S', 'A', 'S', 'S', 'S', 'S']"
f2b08d20-6fad-4cd3-8087-f2bb5cf6fbb7,participating,participatings,"[76, 12, 77, 80, 56, 78, 20, 76, 50, 80, 55, 67]","[76, 13, 77, 80, 20, 78, 20, 76, 50, 80, 55, 67, 93]","['F', 'O', 'Q', 'S', 'E', 'S', 'A', 'F', 'A', 'S', 'E', 'S']","['F', 'O', 'Q', 'S', 'A', 'S', 'A', 'F', 'A', 'S', 'E', 'S', 'S']"
f2b0a604-aeb9-4069-af1c-122f777ca262,tens,ten,"[80, 41, 66, 93]","[80, 41, 66]","['S', 'E', 'S', 'S']","['S', 'E', 'S']"
f2b14a74-0759-4ea6-b0b7-60035203e38f,troubling,troublings,"[80, 77, 21, 35, 20, 64, 55, 67]","[80, 77, 88, 35, 20, 64, 55, 67, 93]","['S', 'Q', 'A', 'S', 'A', 'S', 'E', 'S']","['S', 'Q', 'Q', 'S', 'A', 'S', 'E', 'S', 'S']"
f2b177c8-c534-4801-8704-1bc1550b3aa1,planting,plantings,"[76, 64, 17, 66, 80, 55, 67]","[76, 64, 17, 66, 80, 55, 67, 93]","['F', 'S', 'A', 'S', 'S', 'E', 'S']","['F', 'S', 'A', 'S', 'S', 'E', 'S', 'S']"
f2b25a1d-4d97-4270-9e26-7c98ab0f0e95,hopeless,hopelesses,"[53, 70, 76, 64, 20, 78]","[53, 70, 76, 64, 20, 78, 20, 93]","['A', 'O', 'F', 'S', 'A', 'S']","['A', 'O', 'F', 'S', 'A', 'S', 'A', 'S']"
f2c38f10-7b90-4964-bd43-5fb04e93a434,corridor,corridors,"[63, 25, 77, 20, 37, 44]","[63, 25, 77, 55, 37, 44, 93]","['S', 'O', 'Q', 'A', 'S', 'E']","['S', 'O', 'Q', 'E', 'S', 'E', 'S']"
f2c4404e-f22c-4f7d-a4ef-2ea2ac49fbcd,based,based,"[35, 49, 78, 80]","[35, 49, 78, 80]","['S', 'A', 'S', 'S']","['S', 'A', 'S', 'S']"
f2c4aaeb-97fe-4176-8e7d-967eea9ce745,confidential,confidentials,"[63, 14, 66, 51, 20, 37, 41, 66, 79, 20, 64]","[63, 14, 66, 51, 20, 37, 41, 66, 79, 20, 64, 93]","['S', 'O', 'S', 'F', 'A', 'S', 'E', 'S', 'S', 'A', 'S']","['S', 'O', 'S', 'F', 'A', 'S', 'E', 'S', 'S', 'A', 'S', 'S']"
f2c8d444-ad18-4a91-9e1e-a5d091b6369f,arsenal,arsenals,"[13, 77, 78, 20, 66, 20, 64]","[13, 77, 78, 20, 66, 20, 64, 93]","['O', 'Q', 'S', 'A', 'S', 'A', 'S']","['O', 'Q', 'S', 'A', 'S', 'A', 'S', 'S']"
f2ce9b5b-50c5-4ca5-a34c-94e374c415d6,eeek,eeek,"[60, 63, 42, 63]","[60, 63, 42, 63]","['E', 'S', 'E', 'S']","['E', 'S', 'E', 'S']"
f2cf794a-11e1-400f-98f7-07d0317bb404,bruise,bruises,"[35, 77, 88, 93]","[35, 77, 88, 93, 20, 93]","['S', 'Q', 'Q', 'S']","['S', 'Q', 'Q', 'S', 'A', 'S']"
f2d861a2-b612-42ad-815a-d1aa34182c71,childhood,childhoods,"[36, 33, 64, 37, 53, 85, 37]","[36, 33, 64, 37, 53, 85, 37, 93]","['S', 'A', 'S', 'S', 'A', 'Q', 'S']","['S', 'A', 'S', 'S', 'A', 'Q', 'S', 'S']"
f2de36c1-2a4e-4fb4-a091-dab24a8d9e60,nonlinear,nonlinears,"[66, 12, 66, 64, 56, 66, 61, 44]","[66, 12, 66, 64, 56, 66, 59, 44, 93]","['S', 'O', 'S', 'S', 'E', 'S', 'E', 'E']","['S', 'O', 'S', 'S', 'E', 'S', 'E', 'E', 'S']"
f2e2ddbd-dbe6-4a84-bab1-86589436ee32,semifinal,semifinals,"[78, 42, 65, 59, 51, 33, 66, 20, 64]","[78, 42, 65, 59, 51, 33, 66, 20, 64, 93]","['S', 'E', 'F', 'E', 'F', 'A', 'S', 'A', 'S']","['S', 'E', 'F', 'E', 'F', 'A', 'S', 'A', 'S', 'S']"
f2e8b5a9-7c09-4664-a43a-1a6558d6bf4a,erratic,erratics,"[55, 77, 17, 80, 55, 63]","[41, 77, 20, 80, 55, 63, 78]","['E', 'Q', 'A', 'S', 'E', 'S']","['E', 'Q', 'A', 'S', 'E', 'S', 'S']"
f2ee53db-c6cd-4eb2-8bab-00bdee1a27d4,biomass,biomasses,"[35, 33, 20, 65, 16, 78]","[35, 33, 20, 65, 93, 20, 93]","['S', 'A', 'A', 'F', 'A', 'S']","['S', 'A', 'A', 'F', 'S', 'A', 'S']"
f2ef395f-1944-44c1-a882-7a2e46cbe7d6,stroller,strollers,"[78, 80, 77, 70, 64, 44]","[78, 80, 77, 70, 64, 44, 93]","['S', 'S', 'Q', 'O', 'S', 'E']","['S', 'S', 'Q', 'O', 'S', 'E', 'S']"
f2f6be66-6c0e-4de3-8e5a-65da36e5e59f,drank,drank,"[37, 77, 17, 67, 63]","[37, 77, 17, 67, 63]","['S', 'Q', 'A', 'S', 'S']","['S', 'Q', 'A', 'S', 'S']"
f2f6d998-2ef1-4a10-883e-c9c674321eac,which,whiches,"[91, 56, 36]","[91, 56, 36, 55, 93]","['Q', 'E', 'S']","['Q', 'E', 'S', 'E', 'S']"
f2ff9fe2-3fc8-48fe-8ea5-3bd44164ebd6,ink,inks,"[56, 67, 63]","[56, 67, 63, 78]","['E', 'S', 'S']","['E', 'S', 'S', 'S']"
f303b3b0-c32f-49bf-b13c-c16af0788ff0,socially,sociallies,"[78, 70, 79, 20, 64, 59]","[78, 20, 78, 33, 20, 64, 59, 93]","['S', 'O', 'S', 'A', 'S', 'E']","['S', 'A', 'S', 'A', 'A', 'S', 'E', 'S']"
f3088dd7-396c-40ed-815e-bbed00d038db,longitudinal,longitudinals,"[64, 14, 66, 62, 20, 80, 88, 37, 20, 66, 20, 64]","[64, 14, 67, 52, 55, 80, 88, 37, 20, 66, 20, 78, 80]","['S', 'O', 'S', 'S', 'A', 'S', 'Q', 'S', 'A', 'S', 'A', 'S']","['S', 'O', 'S', 'S', 'E', 'S', 'Q', 'S', 'A', 'S', 'A', 'S', 'S']"
f311964e-9778-497a-943d-04892aae1e08,handsome,handsomes,"[53, 17, 66, 78, 20, 65]","[53, 17, 66, 78, 20, 65, 93]","['A', 'A', 'S', 'S', 'A', 'F']","['A', 'A', 'S', 'S', 'A', 'F', 'S']"
f313bd30-6dc6-48f9-94b4-43ef343c44ae,cowardly,cowardlies,"[63, 29, 44, 37, 64, 59]","[63, 29, 44, 37, 64, 59, 93]","['S', 'O', 'E', 'S', 'S', 'E']","['S', 'O', 'E', 'S', 'S', 'E', 'S']"
f3151120-b03d-42d8-a8fa-453a9bd57ee8,loyal,loyals,"[64, 74, 20, 64]","[64, 74, 20, 64, 93]","['S', 'O', 'A', 'S']","['S', 'O', 'A', 'S', 'S']"
f317a7a7-f6a2-4f64-83e5-4e74194fbe12,disruptive,disruptives,"[37, 55, 78, 77, 21, 76, 80, 55, 90]","[37, 55, 78, 77, 21, 76, 80, 55, 90, 93]","['S', 'E', 'S', 'Q', 'A', 'F', 'S', 'E', 'F']","['S', 'E', 'S', 'Q', 'A', 'F', 'S', 'E', 'F', 'S']"
f319dc3c-8166-43d1-85a0-5c43571f072c,compatible,compatibles,"[63, 20, 65, 76, 17, 80, 20, 35, 20, 64]","[63, 20, 65, 76, 17, 80, 55, 35, 20, 64, 93]","['S', 'A', 'F', 'F', 'A', 'S', 'A', 'S', 'A', 'S']","['S', 'A', 'F', 'F', 'A', 'S', 'E', 'S', 'A', 'S', 'S']"
f31cb822-89eb-4f9d-bd28-dc035cfead48,glide,glides,"[52, 64, 33, 37]","[52, 64, 33, 37, 93]","['S', 'S', 'A', 'S']","['S', 'S', 'A', 'S', 'S']"
f325372f-666b-4e5a-906b-c646884a9c8e,mayonnaise,mayonnaises,"[65, 49, 20, 66, 50, 93]","[65, 49, 20, 66, 50, 93, 55, 93]","['F', 'A', 'A', 'S', 'A', 'S']","['F', 'A', 'A', 'S', 'A', 'S', 'E', 'S']"
f329d2de-d797-49de-9373-4648996ab152,receptive,receptives,"[77, 55, 78, 41, 76, 80, 55, 90]","[77, 55, 78, 41, 76, 80, 55, 90, 93]","['Q', 'E', 'S', 'E', 'F', 'S', 'E', 'F']","['Q', 'E', 'S', 'E', 'F', 'S', 'E', 'F', 'S']"
f32b3b00-539d-46b4-b201-86b10ad3099c,institute,institutes,"[56, 66, 78, 80, 20, 80, 89, 80]","[56, 66, 78, 80, 20, 80, 89, 80, 78]","['E', 'S', 'S', 'S', 'A', 'S', 'Q', 'S']","['E', 'S', 'S', 'S', 'A', 'S', 'Q', 'S', 'S']"
f33761bd-aa44-4116-a6d1-e1e6e1a47b87,charity,charities,"[36, 41, 77, 55, 80, 59]","[36, 41, 77, 20, 80, 59, 93]","['S', 'E', 'Q', 'E', 'S', 'E']","['S', 'E', 'Q', 'A', 'S', 'E', 'S']"
f33e98fa-4a63-4bf7-8b2a-042863de3c3a,rail,rails,"[77, 49, 64]","[77, 49, 64, 93]","['Q', 'A', 'S']","['Q', 'A', 'S', 'S']"
f3450625-f43b-4730-b6b0-8bd8f95ad716,commuter,commuters,"[63, 20, 65, 92, 88, 80, 44]","[63, 20, 65, 92, 88, 80, 44, 93]","['S', 'A', 'F', 'E', 'Q', 'S', 'E']","['S', 'A', 'F', 'E', 'Q', 'S', 'E', 'S']"
f34b7242-03f6-4d22-bfab-58da7ecf0c2f,guidance,guidances,"[52, 33, 37, 20, 66, 78]","[52, 33, 37, 18, 66, 78, 55, 93]","['S', 'A', 'S', 'A', 'S', 'S']","['S', 'A', 'S', 'A', 'S', 'S', 'E', 'S']"
f34c78aa-cc2d-4e98-a6d5-e2ab9f714339,marvel,marvels,"[65, 13, 77, 90, 20, 64]","[65, 13, 77, 90, 20, 64, 93]","['F', 'O', 'Q', 'F', 'A', 'S']","['F', 'O', 'Q', 'F', 'A', 'S', 'S']"
f34d5d4a-68d4-4056-843d-177fb164f922,card,cards,"[63, 13, 77, 37]","[63, 13, 77, 37, 93]","['S', 'O', 'Q', 'S']","['S', 'O', 'Q', 'S', 'S']"
f35ec426-c6c5-4a83-ae2f-4c70e955db12,vain,vains,"[90, 49, 66]","[90, 49, 66, 93]","['F', 'A', 'S']","['F', 'A', 'S', 'S']"
f3674d45-52a9-44ea-bea3-fa2b59b18efe,immigration,immigrations,"[57, 65, 20, 52, 77, 49, 79, 20, 66]","[57, 65, 20, 52, 77, 49, 79, 20, 66, 93]","['E', 'F', 'A', 'S', 'Q', 'A', 'S', 'A', 'S']","['E', 'F', 'A', 'S', 'Q', 'A', 'S', 'A', 'S', 'S']"
f3695b29-32c7-48a0-9fd0-93b09fff8f04,intrusion,intrusions,"[55, 66, 80, 77, 88, 94, 20, 66]","[55, 66, 80, 77, 88, 94, 20, 66, 93]","['E', 'S', 'S', 'Q', 'Q', 'Q', 'A', 'S']","['E', 'S', 'S', 'Q', 'Q', 'Q', 'A', 'S', 'S']"
f376eca9-0925-4798-9987-0f26055ad7ee,rookie,rookies,"[77, 84, 63, 59]","[77, 84, 63, 59, 93]","['Q', 'Q', 'S', 'E']","['Q', 'Q', 'S', 'E', 'S']"
f37abeee-ced4-476e-a947-6b9f30640323,coarsely,coarselies,"[63, 70, 44, 78, 64, 59]","[63, 70, 78, 44, 64, 59, 93]","['S', 'O', 'E', 'S', 'S', 'E']","['S', 'O', 'S', 'E', 'S', 'E', 'S']"
f37f7df7-9522-4652-ade4-2d0b8024dc78,than,thans,"[38, 17, 66]","[81, 17, 66, 93]","['S', 'A', 'S']","['S', 'A', 'S', 'S']"
f3865a11-721b-47b4-a65b-2a5c53b0384b,reused,reused,"[77, 59, 88, 93, 37]","[77, 59, 88, 93, 37]","['Q', 'E', 'Q', 'S', 'S']","['Q', 'E', 'Q', 'S', 'S']"
f38982b0-77d1-437d-88de-98465b2a79c3,cougar,cougars,"[63, 88, 52, 44]","[63, 88, 52, 44, 93]","['S', 'Q', 'S', 'E']","['S', 'Q', 'S', 'E', 'S']"
f38bdd30-23d9-4685-ae04-21d23af05534,gesture,gestures,"[62, 41, 78, 36, 44]","[62, 41, 78, 36, 44, 93]","['S', 'E', 'S', 'S', 'E']","['S', 'E', 'S', 'S', 'E', 'S']"
f38c3c08-95ed-4738-84fd-9dbdb041ac36,technically,technicallies,"[80, 41, 63, 66, 55, 63, 20, 64, 59]","[80, 41, 63, 66, 20, 63, 20, 64, 50, 78]","['S', 'E', 'S', 'S', 'E', 'S', 'A', 'S', 'E']","['S', 'E', 'S', 'S', 'A', 'S', 'A', 'S', 'A', 'S']"
f38e9da9-c5c1-4208-a150-2dd6c22ab01c,displace,displaces,"[37, 55, 78, 76, 64, 49, 78]","[37, 55, 78, 76, 64, 49, 78, 55, 93]","['S', 'E', 'S', 'F', 'S', 'A', 'S']","['S', 'E', 'S', 'F', 'S', 'A', 'S', 'E', 'S']"
f39b59da-237e-4ad7-8c2c-be828ab408aa,bedding,beddings,"[35, 41, 37, 55, 67]","[35, 41, 37, 55, 67, 93]","['S', 'E', 'S', 'E', 'S']","['S', 'E', 'S', 'E', 'S', 'S']"
f39cbb84-0f94-47d1-8327-e2da5d858b86,sincere,sinceres,"[78, 55, 66, 78, 56, 77]","[78, 55, 66, 78, 41, 77, 93]","['S', 'E', 'S', 'S', 'E', 'Q']","['S', 'E', 'S', 'S', 'E', 'Q', 'S']"
f39d3bc9-afc9-426e-89e0-99e66eb2d717,reaffirm,reaffirms,"[77, 61, 20, 51, 45, 65]","[77, 61, 20, 51, 45, 65, 93]","['Q', 'E', 'A', 'F', 'E', 'F']","['Q', 'E', 'A', 'F', 'E', 'F', 'S']"
f39e5803-6e03-4626-afc0-941fa33008fb,latino,latinoes,"[64, 12, 80, 60, 66, 69]","[64, 17, 80, 20, 66, 71, 93]","['S', 'O', 'S', 'E', 'S', 'O']","['S', 'A', 'S', 'A', 'S', 'O', 'S']"
f3a1c532-a247-4075-9038-01a86b80b614,eruption,eruptions,"[55, 77, 21, 76, 79, 20, 66]","[55, 77, 21, 76, 79, 20, 66, 93]","['E', 'Q', 'A', 'F', 'S', 'A', 'S']","['E', 'Q', 'A', 'F', 'S', 'A', 'S', 'S']"
f3a1eb1e-4ab3-4907-afb5-ba321708afe8,countdown,countdowns,"[63, 29, 66, 80, 37, 30, 66]","[63, 29, 66, 80, 37, 30, 66, 93]","['S', 'O', 'S', 'S', 'S', 'O', 'S']","['S', 'O', 'S', 'S', 'S', 'O', 'S', 'S']"
f3af55e1-0231-42d1-a67a-76d1b1a97245,one-third,one-thirds,"[91, 21, 66, 81, 34, 77, 37]","[91, 21, 66, 81, 61, 37, 44, 93]","['Q', 'A', 'S', 'S', 'A', 'Q', 'S']","['Q', 'A', 'S', 'S', 'E', 'S', 'E', 'S']"
f3b012c3-3bbe-4c72-8f7a-edc123622df3,thyroid,thyroids,"[81, 33, 77, 73, 37]","[81, 33, 77, 75, 37, 93]","['S', 'A', 'Q', 'O', 'S']","['S', 'A', 'Q', 'O', 'S', 'S']"
f3b686b1-4eb5-4779-ae50-35f82762a37c,slurp,slurp,"[78, 64, 45, 76]","[78, 64, 45, 76]","['S', 'S', 'E', 'F']","['S', 'S', 'E', 'F']"
f3b7254e-d6e0-4cc9-bf48-0bd21278b1c6,date,dates,"[37, 49, 80]","[37, 49, 80, 78]","['S', 'A', 'S']","['S', 'A', 'S', 'S']"
f3b92e81-bc87-4dea-b4d2-d85253d8b995,paintbrush,paintbrushes,"[76, 49, 66, 80, 35, 77, 22, 79]","[76, 49, 66, 80, 35, 77, 22, 79, 55, 78]","['F', 'A', 'S', 'S', 'S', 'Q', 'A', 'S']","['F', 'A', 'S', 'S', 'S', 'Q', 'A', 'S', 'E', 'S']"
f3bde144-7f3a-41cf-bf6e-9e03a031c029,driving,drivings,"[37, 77, 33, 90, 55, 67]","[37, 77, 33, 90, 55, 67, 93]","['S', 'Q', 'A', 'F', 'E', 'S']","['S', 'Q', 'A', 'F', 'E', 'S', 'S']"
f3be187e-fff2-463a-9be2-2cac0840cf10,hoping,hoping,"[53, 70, 76, 55, 67]","[53, 70, 76, 55, 67]","['A', 'O', 'F', 'E', 'S']","['A', 'O', 'F', 'E', 'S']"
f3c0f028-613a-4aae-b63f-83918a453d6d,take-out,take-outs,"[80, 49, 63, 30, 80]","[80, 49, 63, 30, 80, 78]","['S', 'A', 'S', 'O', 'S']","['S', 'A', 'S', 'O', 'S', 'S']"
f3c2f6c6-eff0-4232-8c8b-1028d09af681,giggle,giggles,"[52, 56, 52, 20, 64]","[52, 56, 52, 20, 64, 93]","['S', 'E', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S', 'S']"
f3c3c38d-7778-4102-a5e3-5f5c6530fd25,flew,flew,"[51, 64, 88]","[51, 64, 88]","['F', 'S', 'Q']","['F', 'S', 'Q']"
f3c473d1-36ba-4b08-894d-e329fbf4ca39,creeping,creeping,"[63, 77, 60, 76, 55, 67]","[63, 77, 60, 76, 55, 67]","['S', 'Q', 'E', 'F', 'E', 'S']","['S', 'Q', 'E', 'F', 'E', 'S']"
f3c6fbc4-8c69-421e-ba0d-7dc2996a56b1,mundane,mundanes,"[65, 20, 66, 37, 49, 66]","[65, 20, 66, 37, 49, 66, 93]","['F', 'A', 'S', 'S', 'A', 'S']","['F', 'A', 'S', 'S', 'A', 'S', 'S']"
f3cbfb93-3d64-4867-b0c1-dd6c12e02b07,superintendent,superintendents,"[78, 89, 76, 44, 20, 66, 80, 41, 66, 37, 20, 66, 80]","[78, 89, 76, 44, 20, 66, 80, 41, 66, 37, 20, 66, 80, 78]","['S', 'Q', 'F', 'E', 'A', 'S', 'S', 'E', 'S', 'S', 'A', 'S', 'S']","['S', 'Q', 'F', 'E', 'A', 'S', 'S', 'E', 'S', 'S', 'A', 'S', 'S', 'S']"
f3ccacfb-0b16-4614-85e6-2f8b98a8b9dc,dissect,dissects,"[37, 32, 78, 41, 63, 80]","[37, 32, 78, 41, 63, 80, 78]","['S', 'A', 'S', 'E', 'S', 'S']","['S', 'A', 'S', 'E', 'S', 'S', 'S']"
f3cf213e-29ff-4121-97bb-6261eb0382e1,untrue,untrues,"[20, 66, 80, 77, 88]","[20, 66, 80, 77, 88, 78]","['A', 'S', 'S', 'Q', 'Q']","['A', 'S', 'S', 'Q', 'Q', 'S']"
f3d54590-5a4d-4ff5-9b44-825ae392795b,relocate,relocates,"[77, 59, 64, 70, 63, 48, 80]","[77, 41, 64, 20, 63, 50, 80, 78]","['Q', 'E', 'S', 'O', 'S', 'A', 'S']","['Q', 'E', 'S', 'A', 'S', 'A', 'S', 'S']"
f3d65757-e834-47a4-81aa-087fe0c4f25d,comb,combs,"[63, 70, 65]","[63, 70, 65, 93]","['S', 'O', 'F']","['S', 'O', 'F', 'S']"
f3d70e6a-57be-4202-ba10-2cdd31f9f646,birthplace,birthplaces,"[35, 45, 81, 76, 64, 50, 78]","[35, 45, 81, 76, 64, 50, 78, 55, 93]","['S', 'E', 'S', 'F', 'S', 'A', 'S']","['S', 'E', 'S', 'F', 'S', 'A', 'S', 'E', 'S']"
f3d850c4-59d5-49c4-a494-07a52897ed54,robin,robins,"[77, 13, 35, 20, 66]","[77, 13, 35, 20, 66, 93]","['Q', 'O', 'S', 'A', 'S']","['Q', 'O', 'S', 'A', 'S', 'S']"
f3da02ac-f9b2-4adb-80d0-2cdb8169e897,feline,felines,"[51, 60, 64, 34, 66]","[51, 60, 64, 34, 66, 93]","['F', 'E', 'S', 'A', 'S']","['F', 'E', 'S', 'A', 'S', 'S']"
f3e22319-3415-4a14-8903-856e17b25030,sang,sang,"[78, 17, 67]","[78, 17, 67]","['S', 'A', 'S']","['S', 'A', 'S']"
f3eaaeca-1b5a-438d-9e1d-30679a44c60f,womans,womans,"[91, 84, 65, 20, 66, 93]","[91, 84, 65, 20, 66, 93]","['Q', 'Q', 'F', 'A', 'S', 'S']","['Q', 'Q', 'F', 'A', 'S', 'S']"
f3eeac98-ca6c-44c6-8f24-7af881274a49,enduring,endurings,"[40, 66, 37, 92, 84, 77, 55, 67]","[41, 66, 37, 44, 55, 67, 93]","['E', 'S', 'S', 'E', 'Q', 'Q', 'E', 'S']","['E', 'S', 'S', 'E', 'E', 'S', 'S']"
f3f09a70-a3f4-40b5-b051-51a0575c4696,vacant,vacants,"[90, 49, 63, 20, 66, 80]","[90, 49, 63, 20, 66, 80, 78]","['F', 'A', 'S', 'A', 'S', 'S']","['F', 'A', 'S', 'A', 'S', 'S', 'S']"
f3f0fc8e-5767-4d9f-b2be-18fa5ab93586,comedian,comedians,"[63, 20, 65, 60, 37, 59, 20, 66]","[63, 20, 65, 60, 37, 59, 20, 66, 93]","['S', 'A', 'F', 'E', 'S', 'E', 'A', 'S']","['S', 'A', 'F', 'E', 'S', 'E', 'A', 'S', 'S']"
f3f2ef12-1fe6-4790-ba8b-6c62efb4434c,nominee,nominees,"[66, 14, 65, 20, 66, 60]","[66, 14, 65, 20, 66, 60, 93]","['S', 'O', 'F', 'A', 'S', 'E']","['S', 'O', 'F', 'A', 'S', 'E', 'S']"
f3f49716-7b31-4a99-a977-fd0198db93b2,postage,postages,"[76, 70, 78, 80, 20, 62]","[76, 70, 78, 80, 20, 62, 20, 93]","['F', 'O', 'S', 'S', 'A', 'S']","['F', 'O', 'S', 'S', 'A', 'S', 'A', 'S']"
f3f93731-2233-48e5-be27-0d0463a3a7e4,overshadow,overshadows,"[70, 90, 44, 79, 17, 37, 69]","[70, 90, 44, 79, 17, 37, 69, 93]","['O', 'F', 'E', 'S', 'A', 'S', 'O']","['O', 'F', 'E', 'S', 'A', 'S', 'O', 'S']"
f3fd3307-e70d-4012-b421-d4db3b34be97,hilltop,hilltops,"[53, 56, 64, 80, 14, 76]","[53, 56, 64, 80, 14, 76, 78]","['A', 'E', 'S', 'S', 'O', 'F']","['A', 'E', 'S', 'S', 'O', 'F', 'S']"
f4024037-5647-4dab-a052-d70ecab8acec,liberation,liberations,"[64, 57, 35, 44, 49, 79, 20, 66]","[64, 57, 35, 44, 49, 79, 20, 66, 93]","['S', 'E', 'S', 'E', 'A', 'S', 'A', 'S']","['S', 'E', 'S', 'E', 'A', 'S', 'A', 'S', 'S']"
f404b8c3-4bc5-4b84-83de-62f2c4a2f734,restrict,restricts,"[77, 59, 78, 80, 77, 56, 63, 80]","[77, 59, 78, 80, 77, 56, 63, 80, 78]","['Q', 'E', 'S', 'S', 'Q', 'E', 'S', 'S']","['Q', 'E', 'S', 'S', 'Q', 'E', 'S', 'S', 'S']"
f40678be-ff0d-4b23-aa6a-22e90bf0dd1e,thud,thuds,"[81, 21, 37]","[81, 21, 37, 93]","['S', 'A', 'S']","['S', 'A', 'S', 'S']"
f413ee8b-b4da-4638-b247-27d4510150eb,remove,removes,"[77, 59, 65, 88, 90]","[77, 59, 65, 88, 90, 93]","['Q', 'E', 'F', 'Q', 'F']","['Q', 'E', 'F', 'Q', 'F', 'S']"
f415929e-9792-4eec-a486-b793c46121ca,uneasy,uneasies,"[20, 66, 60, 93, 59]","[92, 89, 66, 60, 78, 59, 93]","['A', 'S', 'E', 'S', 'E']","['E', 'Q', 'S', 'E', 'S', 'E', 'S']"
f41908d5-cbc7-4db0-b896-68b224f0909d,definitively,definitivelies,"[37, 55, 51, 56, 66, 55, 80, 55, 90, 64, 59]","[37, 55, 51, 56, 66, 55, 80, 55, 90, 64, 55, 78]","['S', 'E', 'F', 'E', 'S', 'E', 'S', 'E', 'F', 'S', 'E']","['S', 'E', 'F', 'E', 'S', 'E', 'S', 'E', 'F', 'S', 'E', 'S']"
f4191be3-8ff9-4fb2-b9a6-6022f25bce56,objection,objections,"[20, 35, 62, 41, 63, 79, 20, 66]","[20, 35, 62, 41, 63, 79, 20, 66, 93]","['A', 'S', 'S', 'E', 'S', 'S', 'A', 'S']","['A', 'S', 'S', 'E', 'S', 'S', 'A', 'S', 'S']"
f41cfab2-c460-455e-8aba-59fbf8f4dd6a,specific,specifics,"[78, 76, 20, 78, 56, 51, 55, 63]","[78, 76, 55, 78, 56, 51, 55, 63, 78]","['S', 'F', 'A', 'S', 'E', 'F', 'E', 'S']","['S', 'F', 'E', 'S', 'E', 'F', 'E', 'S', 'S']"
f41d836b-4157-4ce8-9d4c-c0da593a019f,martial,martials,"[65, 13, 77, 79, 20, 64]","[65, 13, 77, 79, 20, 64, 93]","['F', 'O', 'Q', 'S', 'A', 'S']","['F', 'O', 'Q', 'S', 'A', 'S', 'S']"
f41e276f-ebd8-4ff0-b5eb-c6613c318f37,clever,clevers,"[63, 64, 41, 90, 44]","[63, 64, 41, 90, 44, 93]","['S', 'S', 'E', 'F', 'E']","['S', 'S', 'E', 'F', 'E', 'S']"
f42f12da-1f40-4158-9ed7-a26176cd705b,wrongdoing,wrongdoings,"[77, 25, 67, 37, 87, 55, 67]","[77, 24, 67, 37, 88, 55, 67, 93]","['Q', 'O', 'S', 'S', 'Q', 'E', 'S']","['Q', 'O', 'S', 'S', 'Q', 'E', 'S', 'S']"
f4339838-6756-4fb4-8aec-8d4ca6fa923d,cautiously,cautiouslies,"[63, 25, 79, 20, 78, 64, 59]","[63, 25, 79, 20, 78, 64, 59, 93]","['S', 'O', 'S', 'A', 'S', 'S', 'E']","['S', 'O', 'S', 'A', 'S', 'S', 'E', 'S']"
f4384336-01e6-4e0c-8d40-c5efb6735d5c,vendor,vendors,"[90, 41, 66, 37, 44]","[90, 41, 66, 37, 44, 93]","['F', 'E', 'S', 'S', 'E']","['F', 'E', 'S', 'S', 'E', 'S']"
f43f7ad1-b985-474a-8f63-6586ca612405,valley,valleys,"[90, 17, 64, 59]","[90, 17, 64, 59, 93]","['F', 'A', 'S', 'E']","['F', 'A', 'S', 'E', 'S']"
