id,word,plural,syllable,syllablePlural,ukipa,usipa,ukipaPlural,usipaPlural,inUse,pluralInUse
11d3411b-bb70-4a9c-8ffd-d250c3d69a89,hasty,hasties,has.ty,has.ties,hɛɪ.sti,hɛɪ.sti,,,FALSE,FALSE
11dbe86b-a4bc-4aee-a02c-31aafabe853e,staging,stagings,stag.ing,stag.ings,stɛɪ.dʒɪŋ,stɛɪ.dʒɪŋ,,,FALSE,FALSE
11e7b7c9-a6cc-4d82-9574-c7ef37ddb2e7,ploy,ploys,ploy,ploys,plɔɪ,plɔɪ,,,TRUE,FALSE
11e7efaf-0a3e-477d-8b34-f842dcd0d0dc,flatten,flattens,flat.ten,flat.tens,flæt.ən,flæt.ən,,,FALSE,FALSE
11ebe63c-f641-4373-8215-56ae7dec3c77,graduation,graduations,grad.u.a.tion,grad.u.a.tions,ɡɹædʒ.u.ɛɪ.ʃən,ɡɹædʒ.u.ɛɪ.ʃən,,,FALSE,FALSE
11ed7d79-7683-498a-bfbe-9dedd095321e,whilst,whilsts,whilst,whilsts,waɪlst,waɪlst,,,FALSE,FALSE
11ee1a5e-2eae-445f-bdf9-4ff6a3a1c2da,apricot,apricots,a.pri.cot,a.pri.cots,ɛɪ.pɹɪ.kɑːt,ɛɪ.pɹɪ.kɑːt,,,FALSE,FALSE
11f12c2c-cef7-4163-b572-0e6150a8b634,ignored,ignored,ig.nored,ignored,ɪɡ.nɔːd,ɪɡ.nɔːd,,,TRUE,TRUE
11f2b551-6cc2-46d4-8a6a-f84006a16e79,tong,tong,tong,tong,,,,,FALSE,FALSE
11f6d692-5119-4c08-bfce-0820da218e5b,restaurant,restaurants,res.tau.rant,res.tau.rants,ɹɛs.tə.ɹɑːnt,ɹɛs.tə.ɹɑːnt,ɹɛs.tə.ɹɑːnts,ɹɛs.tə.ɹɑːnts,FALSE,FALSE
11f7a736-9c1e-48e4-99ca-ac7ca8ef88ae,footing,footings,foot.ing,foot.ings,fʊt.ɪŋ,fʊt.ɪŋ,,,FALSE,FALSE
11fb5738-1cc7-4347-9c42-342216904ea5,output,outputs,out.put,out.puts,aʊt.pʊt,aʊt.pʊt,,,FALSE,FALSE
11fc6c96-7a79-49bd-8d02-680e74cb8dc3,unworthy,unworthies,un.wor.thy,un.wor.thies,ʌn.wɝː.ði,ʌn.wɝː.ði,,,FALSE,FALSE
1203c0b2-dec2-48ba-9e8c-399c91825b2b,stiffen,stiffens,stiff.en,stiff.ens,stɪf.ən,stɪf.ən,,,FALSE,FALSE
120aee6b-ca43-4d42-91b9-c454fde1cbf4,game,games,game,games,ɡɛɪm,ɡɛɪm,,,TRUE,TRUE
1211f9db-bb24-4f20-9862-ca12fc78fdc9,exclamation,exclamations,ex.cla.ma.tion,ex.cla.ma.tions,ɛk.sklə.mɛɪ.ʃən,ɛk.sklə.mɛɪ.ʃən,ɛk.sklə.mɛɪ.ʃənz,ɛk.sklə.mɛɪ.ʃənz,TRUE,FALSE
1215257a-07b2-4da2-af42-43c7b033e5c8,cling,clings,cling,clings,klɪŋ,klɪŋ,,,TRUE,FALSE
12179941-4230-474d-ad34-565a886dec00,muffled,muffleds,muffled,muffleds,mʌf.əld,mʌf.əld,,,FALSE,FALSE
121e6fff-be94-4741-8cf1-d94d8dba4bfc,critique,critiques,cri.tique,cri.tiques,kɹɪ.tiːk,kɹɪ.tiːk,,,FALSE,FALSE
121f127e-9984-4467-a772-1d10ed48bfdd,cigar,cigars,ci.gar,ci.gars,sə.ɡɑːɹ,sə.ɡɑːɹ,,,FALSE,FALSE
12220cb3-dd6a-4bbb-9736-1a264ecbc213,starry,starry,star.ry,star.ry,stɑɹ.i,stɑɹ.i,stɑɹ.i,stɑɹ.i,TRUE,TRUE
12235199-70ff-4c39-bc47-5c8f8a9523ad,guide,guides,guide,guides,ɡaɪd,ɡaɪd,,,TRUE,FALSE
122408ea-bb84-4c4a-85ad-a036a17ab2fb,lake,lakes,lake,lakes,lɛɪk,lɛɪk,,,TRUE,TRUE
122eb241-19b7-4f6e-a16d-44d6e8cdd8dd,nugget,nuggets,nug.get,nug.gets,nʌɡ.ɪt,nʌɡ.ɪt,,,FALSE,FALSE
12307ee0-9f1f-4c59-a55c-0f1199db39d1,mop,mops,mop,mops,mɑːp,mɑːp,,,TRUE,FALSE
1230a4d0-570a-4f21-8b34-c05963a9e2e6,ahh,ahhs,,,ɑː,ɑː,,,FALSE,FALSE
12417bda-d815-4dd0-8c1d-e0f96c1a27ca,dignified,dignifieds,dig.ni.fied,dig.ni.fieds,dɪɡ.nə.faɪd,dɪɡ.nə.faɪd,,,FALSE,FALSE
1249895c-b513-4a90-8864-b8a43414b636,formal,formals,for.mal,for.mals,fɔːɹ.məl,fɔːɹ.məl,fɔːɹ.məlz,fɔːɹ.məlz,TRUE,FALSE
124b67c9-b3f6-4d1e-b094-f85df6e6c086,viewer,viewers,view.er,view.ers,vjuː.ɚ,vjuː.ɚ,,,FALSE,FALSE
124e7b51-971d-4aa9-bacc-69ba91d8d142,loved,loveds,loved,loveds,,,,,TRUE,FALSE
124f7f2d-7488-41a2-9b7a-1d091e7cb8c9,netherite,netherite,neth.er.ite,netherite,nɛ.ðə.aɪt,nɛ.ðə.aɪt,,,TRUE,TRUE
1253d879-d0da-4bc8-8259-29533ad34ec1,mad,mads,mad,mads,mæd,mæd,,,TRUE,FALSE
1254ebec-0420-4c80-bf6b-39289bbfff6f,grad,grads,grad,grads,ɡɹæd,ɡɹæd,,,FALSE,FALSE
125d0103-a546-4287-a426-30cdbf720754,reflective,reflectives,re.flec.tive,re.flec.tives,ɹɪ.flɛk.tɪv,ɹɪ.flɛk.tɪv,,,FALSE,FALSE
1262ae09-2171-49b1-ab4b-4c55b4f47ff3,deimos,deimos,dei.mos,dei.mos,dɛː.məʊs,dɛː.məʊs,dɛː.məʊs,dɛː.məʊs,FALSE,FALSE
12653044-9b1e-4e27-8726-d35750a04135,mope,mopes,mope,mopes,,,,,TRUE,TRUE
1266220a-a55c-49e5-ab6b-f56d149a67fd,environs,environ,en.vi.rons,en.vi.ron,,,,,FALSE,FALSE
1268ff8b-52d6-4df4-be5d-dfedd6554a8a,energize,energizes,en.er.gize,en.er.gizes,ɛn.ə.dʒaɪz,ɛn.ə.dʒaɪz,,,FALSE,FALSE
127046c2-1ec6-4cf9-aad2-8daca589cd2a,called,calleds,called,,,,,,TRUE,FALSE
1272da01-733a-46bd-8f3c-ab7977639a0a,tabloid,tabloids,tab.loid,tab.loids,tæb.lɔɪd,tæb.lɔɪd,,,FALSE,FALSE
127458b4-897c-49a0-8729-e82008b48414,updated,updateds,up.dat.ed,up.dat.eds,,,,,FALSE,FALSE
127ac313-aecf-41b7-a5fd-422ebf323637,disappointment,disappointments,dis.ap.point.ment,disappointments,dɪs.ə.pɔɪnt.mənt,dɪs.ə.pɔɪnt.mənt,,,FALSE,FALSE
12836d27-cf69-4f28-9a1c-d8fa2868de2f,quartet,quartets,quar.tet,quar.tets,kwɔːɹ.tɛt,kwɔːɹ.tɛt,,,FALSE,FALSE
128c7728-504b-4b1e-9614-fc111791105a,lawyer,lawyers,law.yer,law.yers,lɔɪ.əɹ,lɑː.jɚ,lɔɪ.əɹs,lɑː.jɚs,FALSE,FALSE
1296bcfa-9b3b-4b77-a303-c955f8e3be47,contraception,contraceptions,con.tra.cep.tion,con.tra.cep.tions,kɑːn.tɹə.sɛp.ʃən,kɑːn.tɹə.sɛp.ʃən,,,FALSE,FALSE
129882b7-c4a5-420b-b04d-8a5adf64feb0,swift,swifts,swift,swifts,swɪft,swɪft,,,TRUE,FALSE
12990923-eb61-4516-9025-6a15c5814682,lofty,lofties,loft.y,loft.ies,lɑːf.ti,lɑːf.ti,,,FALSE,FALSE
129b106c-5cd9-4ada-8b08-f5219c992c13,laptop,laptops,lap.top,lap.tops,læp.tɑːp,læp.tɑːp,,,TRUE,FALSE
129b4b6e-7a31-4ceb-9ec9-3bceb12db7c4,checkout,checkouts,checkout.check. out.check. out,checkouts,tʃɛk.aʊt,tʃɛk.aʊt,,,FALSE,FALSE
129f11b8-187a-40f2-b2fc-e5c06e0d68ab,citadel,citadels,cit.a.del,cit.a.dels,sɪt.ə.dɛl,sɪt.ə.dɛl,,,FALSE,FALSE
12a1dce8-0852-4088-bac5-3dcf26adf059,materialism,materialisms,ma.te.ri.al.ism,materialisms,mə.tɪɹ.i.ə.lɪ.zəm,mə.tɪɹ.i.ə.lɪ.zəm,,,FALSE,FALSE
12a78854-f10b-49c0-a31f-c909670a4ac7,activate,activates,ac.ti.vate,ac.ti.vates,æk.tə.vɛɪt,æk.tə.vɛɪt,,,FALSE,FALSE
12ae11e9-0878-4fa6-81d4-7b51043683ec,necessity,necessities,ne.ces.si.ty,ne.ces.si.ties,nə.sɛs.ə.ti,nə.sɛs.ə.ti,,,FALSE,FALSE
12b06996-80c7-444d-b52f-6e4288a26ec0,scrub,scrubs,scrub,scrubs,skɹʌb,skɹʌb,,,TRUE,TRUE
12b09f61-3d29-4932-ba98-ce04998082f9,five-year,five-years,,,faɪv.jɪɹ,faɪv.jɪɹ,,,FALSE,FALSE
12b2dc1e-e5a5-45bb-88de-6bcc0cdde6d1,doesnt,doesnt,,,,,,,TRUE,TRUE
12b39c14-5abf-49b8-b088-63143701b5fb,ethics,ethic,eth.ics,eth.ic,,,,,FALSE,FALSE
12b43458-26ad-485d-9b9b-e14387259bab,clamp,clamps,clamp,clamps,klæmp,klæmp,,,FALSE,FALSE
12b5ed8f-9361-4fce-8966-e584be864dff,tusk,tusks,tusk,tusks,,,,,FALSE,TRUE
12b91737-f958-4918-9e0e-364fcfbd2b38,son-in-law,sons-in-law,son.-in-law,sons-in-law,sʌn.ɪn.lɑː,sʌn.ɪn.lɑː,,,FALSE,FALSE
12badbbb-09c3-4902-a432-fe054b320012,smoothly,smoothlies,smooth.ly,smooth.lies,smuːð.li,smuːð.li,,,TRUE,FALSE
12bccc4b-66fa-431e-8756-9db280d28f30,criticism,criticisms,crit.i.cism,crit.i.cisms,kɹɪt.ɪ.sɪ.zəm,kɹɪt.ɪ.sɪ.zəm,,,FALSE,FALSE
12c67cf6-629c-407b-840d-fa1b30f0c40c,inhale,inhales,in.hale,in.hales,ɪn.hɛɪl,ɪn.hɛɪl,,,FALSE,FALSE
12c8a406-8906-4ea5-b923-63d182025a16,relieve,relieves,re.lieve,re.lieves,ɹɪ.liːv,ɹɪ.liːv,ɹɪ.liːvz,ɹɪ.liːvz,TRUE,FALSE
12ce7696-ae56-48a4-92b4-0d53e1b8c9e3,rebel,rebels,re.bel,re.bels,ɹɛb.əl,ɹɛb.əl,ɹɛb.əlz,ɹɛb.əlz,TRUE,FALSE
12d3d237-88a1-49e3-8e96-5ffd780c48f7,paycheck,paychecks,pay.check,pay.checks,pɛɪ.tʃɛk,pɛɪ.tʃɛk,,,FALSE,FALSE
12d77279-67d1-4c1c-a886-321c12d7ecb0,venus,venus,ve.nus,ve.nus,vi.nəs,vi.nəs,vi.nəs,vi.nəs,FALSE,FALSE
12da3486-7bf8-40c3-ac0b-6eebcd2ce978,fighting,fightings,fight.ing,fight.ings,faɪ.tɪŋ,faɪ.tɪŋ,faɪ.tɪŋz,faɪ.tɪŋz,TRUE,FALSE
12daf1ef-d318-4c87-8812-271f511dfa91,vigorously,vigorouslies,vig.or.ous.ly,vig.or.ous.lies,vɪɡ.ɚ.əs.li,vɪɡ.ɚ.əs.li,,,FALSE,FALSE
12f6019f-337e-4f7a-a37c-2f6d69526b81,predatory,predatories,pred.a.to.ry,pred.a.to.ries,pɹɛd.ə.tɔːɹ.i,pɹɛd.ə.tɔːɹ.i,,,FALSE,FALSE
12fb3dae-553e-4f0c-a311-030e498d44fd,logistic,logistics,lo.gis.tic,lo.gis.tics,lə.dʒɪstɪk,lə.dʒɪstɪk,,,FALSE,FALSE
12fd6a8b-0c7e-40fa-8802-b66ad3bcffc6,optical,opticals,op.ti.cal,op.ti.cals,ɑːp.tɪ.kəl,ɑːp.tɪ.kəl,,,FALSE,FALSE
12ff1f7e-eb75-4e9b-ba4e-3784f9d1bdac,comp,comps,comp,comps,,,,,FALSE,FALSE
1300a240-cc2b-489e-ba83-04bfb76a754c,stony,stonies,ston.y,ston.ies,stəʊʊ.ni,stəʊʊ.ni,,,FALSE,FALSE
1301db46-9fb8-4a5a-9cbe-50c155225cf3,softball,softballs,soft.ball,soft.balls,sɑːft.bɑːl,sɑːft.bɑːl,,,FALSE,FALSE
1304b7e8-f2df-4b1e-86dd-02d27d2a7d78,intent,intents,in.tent,in.tents,ɪn.tɛnt,ɪn.tɛnt,,,FALSE,FALSE
130e86d4-857f-48bc-8e1f-19f6e169e3fa,broom,brooms,broom,brooms,,,,,TRUE,TRUE
130fe4a2-4052-4a2f-843c-da273ed72f06,nestle,nestles,nes.tle,nes.tles,nɛs.əl,nɛs.əl,,,FALSE,FALSE
1311295e-6616-4a91-9417-9960ed3fadf6,combination,combinations,com.bi.na.tion,combinations,kɑːm.bə.nɛɪ.ʃən,kɑːm.bə.nɛɪ.ʃən,,,FALSE,FALSE
1312db44-1d1a-4ae6-a2b6-a36f4998bc9d,operational,operationals,operational,operationals,ɑː.pə.ɹɛɪ.ʃən.əl,ɑː.pə.ɹɛɪ.ʃən.əl,,,FALSE,FALSE
1319a67f-b532-4755-abad-03d5b8a14e73,shrewd,shrewds,shrewd,shrewds,,,,,FALSE,FALSE
1321a025-db43-45b6-94d0-be4114b2e945,targeted,targeteds,tar.get.ed,targeteds,,,,,FALSE,FALSE
13236625-fc73-4ca4-b6ed-1610802b5fbb,comprehension,comprehensions,com.pre.hen.sion,com.pre.hen.sions,kɑːm.pɹə.hɛn.ʃən,kɑːm.pɹə.hɛn.ʃən,,,FALSE,FALSE
13240bf5-dd48-4b34-8a2c-c94b07c51035,fellowship,fellowships,fel.low.ship,fel.low.ships,fɛl.əʊʊ.ʃɪp,fɛl.əʊʊ.ʃɪp,,,FALSE,FALSE
132b00a9-4a2e-4345-9ce9-22444a4dfbf3,twig,twigs,twig,twigs,twɪɡ,twɪɡ,,,TRUE,TRUE
133c1955-6cb8-4d3c-b490-f149470b71d6,oral,orals,o.ral,o.rals,ɔːɹ.əl,ɔːɹ.əl,,,FALSE,FALSE
133e5905-00d4-4be7-8a7e-3778201516ff,redemption,redemptions,re.demp.tion,re.demp.tions,ɹɪ.dɛmp.ʃən,ɹɪ.dɛmp.ʃən,,,FALSE,FALSE
133eb53a-8f2d-4252-919e-55be3e9b0d65,staunch,staunches,staunch,staunches,stɑːntʃ,stɑːntʃ,,,FALSE,FALSE
13442a41-ca3b-48f1-901c-3909da971b1a,abandonment,abandonments,a.ban.don.ment,abandonments,ə.bæn.dən.mənt,ə.bæn.dən.mənt,,,FALSE,FALSE
13442ad9-d8e0-4142-9a12-57038f87baa6,dock,docks,dock,docks,dɑːk,dɑːk,,,FALSE,FALSE
134f331a-97d5-43e9-a32e-c45ddf1061a6,reset,resets,re.set,re.sets,ɹiː.sɛt,ɹiː.sɛt,,,FALSE,FALSE
1350e2b5-e40b-4263-a4b9-5f68ddc65e27,military,militaries,mil.i.tar.y,mil.i.tar.ies,mɪl.ə.tɛɹ.i,mɪl.ə.tɛɹ.i,mɪl.ə.tɛɹ.is,mɪl.ə.tɛɹ.is,FALSE,FALSE
1356cc8e-08d0-4428-b7ca-b3edf9d7e659,sarcasm,sarcasms,sar.casm,sar.casms,sɑːɹ.kæz.əm,sɑːɹ.kæz.əm,,,FALSE,FALSE
1357ffd1-9262-46b1-b424-1fe8f18e69bf,revenge,revenges,re.venge,re.veng.es,ɹɪ.vɛndʒ,ɹɪ.vɛndʒ,ɹɪ.vɛndʒ.əz,ɹɪ.vɛndʒ.əz,TRUE,FALSE
135cc12a-20c5-4063-8bf5-fac4786ecdf9,boy,boys,boy,boys,bɔɪ,bɔɪ,,,TRUE,TRUE
13614299-5279-492c-a1dd-9a1e049d27e4,undergraduate,undergraduates,un.der.grad.u.ate,undergraduates,ʌn.dɚ.ɡɹædʒ.u.ət,ʌn.dɚ.ɡɹædʒ.u.ət,,,FALSE,FALSE
1363dc63-0c93-413f-8ead-74364d2c2d81,rein,reins,rein,reins,ɹɛɪn,ɹɛɪn,,,FALSE,FALSE
136989c4-9b31-4e41-932b-73ba165bdd33,tummy,tummies,tum.my,tum.mies,tʌm.i,tʌm.i,tʌm.iz,tʌm.iz,TRUE,FALSE
136a05ee-eccf-49f9-aad4-9c7f83019532,outweigh,outweighs,out.weigh,out.weighs,aʊt.wɛɪ,aʊt.wɛɪ,aʊt.wɛɪz,aʊt.wɛɪz,FALSE,TRUE
136a91ba-dc62-42bf-ab3a-2b565467fe3f,gun,guns,gun,guns,ɡʌn,ɡʌn,,,TRUE,FALSE
136fb18a-7d6b-4105-9584-637b561da458,tortilla,tortillas,tor.til.la,tor.til.las,tɔːɹ.tiː.jə,tɔːɹ.tiː.jə,,,FALSE,FALSE
1373b25c-f916-422b-a966-cc6aa5fdf576,sprinkle,sprinkles,sprin.kle,sprin.kles,spɹɪŋ.kəl,spɹɪŋ.kəl,spɹɪŋ.kəlz,spɹɪŋ.kəlz,TRUE,FALSE
13769c6a-f39c-486c-85b7-63dd7433379f,behold,behold,be.hold,be.hold,bɪ.həʊʊld,bɪ.həʊʊld,bɪ.həʊʊlds,bɪ.həʊʊlds,TRUE,TRUE
1376c24f-13b5-4701-939f-9b87686a7371,undercover,undercovers,un.der.cov.er,un.der.cov.ers,ʌn.dɚ.kʌv.ɚ,ʌn.dɚ.kʌv.ɚ,,,TRUE,FALSE
1377aa76-38e0-46a6-84f1-ffc26bde63f1,enchanted,enchanted,en.chan.ted,enchanted,ɪn.tʃɛən.tɪd,ɪn.tʃɛən.tɪd,,,FALSE,FALSE
1383979b-ffcb-4d73-8ad5-20dd91163cdc,dentist,dentists,den.tist,den.tists,dɛn.tɪst,dɛn.tɪst,,,FALSE,FALSE
138c4710-16d1-4ab0-ade8-e1a2fddcf9b6,fade,fades,fade,fades,fɛɪd,fɛɪd,,,TRUE,FALSE
139b1de0-1a57-4ffd-9d52-2574107bde65,ravager,ravagers,ra.va.ger,ra.va.gers,ˈɹæ.vɪ.dʒə,ˈɹæ.vɪ.dʒəɹ,ˈɹæ.vɪ.dʒəz,ˈɹæ.vɪ.dʒəɹz,TRUE,FALSE
139bdccd-e500-45c6-884b-2aed2ce0e3f2,defined,defineds,de.fined,de.fineds,,,,,FALSE,FALSE
139fb24a-1ec9-4fd3-b7cc-14977cf00c66,hazard,hazards,haz.ard,haz.ards,hæz.ɚdz,hæz.ɚd,hæz.ɚdz,hæz.ɚdz,FALSE,TRUE
13a1ac71-727f-4bf0-a787-822673ab9828,croc,crocs,croc,crocs,,,,,TRUE,TRUE
13a2299a-03b2-45c9-a77e-ce8e924b430f,arthritis,arthritises,ar.thri.tis,ar.thri.ti,ɑːɹ.θɹaɪ.təs,ɑːɹ.θɹaɪ.təs,,,FALSE,FALSE
13a45b54-e3ed-41fd-888b-46099f85d7cf,gobbled,gobbled,gob.bled,gob.bled,ɡɒb.ld,ɡɒb.ld,ɡɒb.ld,ɡɒb.ld,TRUE,TRUE
13aa8457-9a67-46c8-85d7-dd552dc323ca,seeing,seeings,see.ing,see.ings,si.ɪŋ,si.ɪŋ,,,TRUE,FALSE
13aacc6f-acb5-4735-85de-66e72be1059f,threat,threats,threat,threats,θɹɛt,θɹɛt,,,TRUE,TRUE
13b16f3d-5a9a-4941-becf-b07b15004173,paternal,paternals,pa.ter.nal,pa.ter.nals,pə.tɝː.nəl,pə.tɝː.nəl,,,FALSE,FALSE
13b8e7df-894e-4499-b223-714cbdc0b43e,disrupt,disrupts,dis.rupt,dis.rupts,dɪs.ɹʌpt,dɪs.ɹʌpt,,,TRUE,FALSE
13bb5f90-3c10-44c8-9188-50fb3356920a,armpit,armpits,arm.pit,arm.pits,ɑːɹm.pɪt,ɑːɹm.pɪt,,,FALSE,FALSE
13bbebac-4ecf-4e3d-8e53-742a402488a9,lever,levers,le.ver,le.vers,lɛv.ɚ,lɛv.ɚ,lɛv.ɚz,lɛv.ɚz,TRUE,FALSE
13be6389-6015-41b8-8aab-21a696edf494,suicide,suicides,su.i.cide,su.i.cides,suː.ə.saɪd,suː.ə.saɪd,,,FALSE,FALSE
13c357dd-3df9-481e-975a-0f6614a54b49,canal,canals,ca.nal,ca.nals,kə.næl,kə.næl,,,FALSE,FALSE
13cf0277-03c1-4c2a-a23b-b4b5a5839493,yet,yets,yet,yets,jɛt,jɛt,,,TRUE,FALSE
13d6d7cf-9468-441e-a5fa-61f984dcee9d,county,counties,coun.ty,coun.ties,kaʊn.ti,kaʊn.ti,kaʊn.tis,kaʊn.tis,FALSE,FALSE
13d6daee-d6af-4e4c-91d6-477e0d39a307,rebirth,rebirths,re.birth,re.births,ɹiː.bɝːθ,ɹiː.bɝːθ,,,FALSE,FALSE
13ddb06c-ed4b-47d2-af46-4b65130b9762,eligibility,eligibilities,el.i.gi.bil.i.ty,eligibilities,ɛl.ə.dʒə.bɪl.ə.ti,ɛl.ə.dʒə.bɪl.ə.ti,,,FALSE,FALSE
13dff7e1-3df8-4f00-a8b0-a37d2940b01b,cadence,cadences,ca.dence,ca.dences,kɛɪ.dəns,kɛɪ.dəns,,,FALSE,FALSE
13e68962-8973-4141-a916-345a32047539,utility,utilities,u.til.i.ty,u.til.i.ties,juː.tɪl.ə.ti,juː.tɪl.ə.ti,,,FALSE,FALSE
13e81efd-93d0-46b4-9ab5-9970b7e0b91f,violently,violentlies,vi.o.lent.ly,violentlies,vaɪə.lənt.li,vaɪə.lənt.li,,,FALSE,FALSE
13f1e9f8-570e-4e40-ae18-d35548ebdaf9,peacekeeper,peacekeepers,peacekeeper,peacekeepers,piːs.kiː.pɚ,piːs.kiː.pɚ,,,FALSE,FALSE
13f33bb9-b65d-4386-a3a2-a0fa6194452b,bare,bares,bare,bares,bɛɹ,bɛɹ,,,TRUE,FALSE
13f39d8d-1438-4f15-8e1e-8ba5adf90cc0,uh-oh,uh-ohs,,,,,,,FALSE,FALSE
13f4086f-6267-4500-aa34-33231a130466,died,died,died,died,,,,,TRUE,TRUE
13f74c25-a6df-4301-b73d-5826ed06d4ca,climate,climates,cli.mate,cli.mates,klaɪ.mət,klaɪ.mət,klaɪ.məts,klaɪ.məts,TRUE,FALSE
13ff67cb-d714-40ec-94b5-9733ae17891b,attractiveness,attractivenesses,at.trac.tive.ness,,ə.tɹæk.tɪv.nəs,ə.tɹæk.tɪv.nəs,,,FALSE,FALSE
1403d79a-0b2b-4ddf-bd5b-ad97815f6577,from,froms,from,froms,,,,,TRUE,FALSE
1408a4e6-095b-43ba-b606-736ff77a8100,reluctance,reluctances,re.luc.tance,re.luc.tances,ɹɪ.lʌk.təns,ɹɪ.lʌk.təns,,,FALSE,FALSE
1417a3a4-ffa2-4656-ad60-38e742868995,candid,candids,can.did,can.dids,,,,,FALSE,FALSE
1417bde3-6ae3-414c-9dfe-70f62b5d3081,rotting,rottings,rot.ting,rot.tings,ɹɒt.ɪŋ,ɹɒt.ɪŋ,,,TRUE,FALSE
1417f16c-5c40-4019-8c8a-8728eb22dfcb,cease,ceases,cease,ceases,,,,,FALSE,FALSE
14188e30-31e2-44a9-9e88-9f7e2bb0a682,untreated,untreateds,un.treat.ed,un.treat.eds,ʌn.tɹiː.tɪd,ʌn.tɹiː.tɪd,,,FALSE,FALSE
141a27a4-bec4-4a2c-a8ba-d59759842647,devil,devils,dev.il,dev.ils,dɛv.əl,dɛv.əl,,,TRUE,FALSE
141ae7cb-66d3-448e-a287-6ef1844ceb98,fro,fro,fro,fro,,,,,TRUE,TRUE
141b4a17-c4b3-4956-8ed3-e91d4c7763f5,gold,golds,gold,golds,ɡəʊʊld,ɡəʊʊld,,,TRUE,FALSE
141bfb84-4d66-4348-8e46-0a17703610ff,cetera,ceteras,,,sɛtɝə,sɛtɝə,,,FALSE,FALSE
142f10c5-c35c-4c40-bbd6-cb1d96ce2908,sync,syncs,sync,syncs,sɪŋk,sɪŋk,,,FALSE,FALSE
14325e2c-ed2d-41ea-8457-71f3fa96a78d,passer-by,passer-bies,pass.er.by,,pæs.ɚ.baɪ,pæs.ɚ.baɪ,,,FALSE,FALSE
14355728-5a17-4669-b3bf-af0f5237f628,vaccine,vaccines,vac.cine,vac.cines,væk.siːn,væk.siːn,,,FALSE,FALSE
1439280f-b07f-4e25-8ff4-94f226fa9189,emergency,emergencies,e.mer.gen.cy,e.mer.gen.cies,ɪ.mɝː.dʒən.si,ɪ.mɝː.dʒən.si,,,FALSE,FALSE
143cda52-c1cb-4540-9059-87ccbea06d47,roughly,roughlies,rough.ly,rough.lies,ɹʌf.li,ɹʌf.li,,,TRUE,FALSE
14434d2f-353a-44d3-93c5-dc684e51a88b,barbed,barbeds,barbed,barbeds,bɑːɹbd,bɑːɹbd,,,FALSE,FALSE
1444c093-e77d-49ee-9ced-f974eed814e1,despise,despises,de.spise,de.spises,dɪ.spaɪz,dɪ.spaɪz,,,FALSE,FALSE
1445633d-1692-479b-9aa8-d0adc039b835,rhyme,rhymes,rhyme,rhymes,ɹaɪm,ɹaɪm,,,FALSE,FALSE
1447d161-43c6-4de4-8fec-77078143bae7,possess,possesses,pos.sess,pos.sesses,pə.zɛs,pə.zɛs,,,FALSE,FALSE
1450d67b-8c8f-4d04-9ad4-57bf995d887f,instil,instils,instil,instils,,,,,FALSE,FALSE
145a40ae-823d-4766-8f33-3ec3c391b7d3,appeared,appeared,ap.peared,ap.peared,ʌ.pɪɹd,ə.pɪɹd,,,TRUE,TRUE
145ce0b1-a298-4777-a1eb-c5cd5ed805b0,remotely,remotelies,re.mote.ly,re.mote.lies,ɹɪ.məʊʊt.li,ɹɪ.məʊʊt.li,,,FALSE,FALSE
1467dba1-907e-40a5-bb0c-a30c76e3c6cb,sprain,sprains,sprain,sprains,,,,,TRUE,FALSE
1469e624-cc3e-4799-af80-fab965169056,vase,vases,vase,vases,vɛɪs,vɛɪs,,,FALSE,FALSE
146dd275-0f51-45e1-8a9e-19f14d4e859d,precious,preciouses,pre.cious,pre.ciouses,pɹɛʃ.əs,pɹɛʃ.əs,,,TRUE,FALSE
146eb0ba-3855-4bbb-bff0-05a39a550329,implicitly,implicitlies,im.plic.it.ly,im.plic.it.lies,ɪm.plɪs.ɪt.li,ɪm.plɪs.ɪt.li,,,FALSE,FALSE
146f09a2-d3e9-4281-8dfa-0eb80e53ad3d,watcher,watchers,watch.er,watch.ers,wɑː.tʃɚ,wɑː.tʃɚ,,,FALSE,FALSE
1471a5da-5da8-41b1-8d57-94e717fd3b7b,and,ands,and,ands,,,,,TRUE,FALSE
14729603-6a59-489f-9341-8fdcc4864259,sweatshirt,sweatshirts,,,swɛt.ʃɝːt,swɛt.ʃɝːt,,,FALSE,FALSE
1474c157-6217-4752-af98-ed7b84836239,drastic,drastics,dras.tic,dras.tics,dɹæs.tɪk,dɹæs.tɪk,,,FALSE,FALSE
14764a0a-7cf7-4962-ab65-73eb0037d4ad,generous,generouses,gen.er.ous,gen.er.ouses,dʒɛn.əɹ.əs,dʒɛn.əɹ.əs,,,TRUE,FALSE
14813d42-a893-469e-9e50-4755547fe5dc,wingspan,wingspan,wing.span,wing.spans,wɪŋ.spæn,wɪŋ.spæn,wɪŋ.spænz,wɪŋ.spænz,TRUE,TRUE
1482f56e-c75d-4ecc-a30d-96cd6b6fe7a5,plutonium,plutoniums,plu.to.ni.um,plu.to.ni.ums,pluː.təʊʊ.ni.əm,pluː.təʊʊ.ni.əm,,,FALSE,FALSE
14832067-4c37-4769-8a7a-8c8430707bae,diving,divings,div.ing,div.ings,daɪ.vɪŋ,daɪ.vɪŋ,,,TRUE,FALSE
